Date,Region,Product,Channel,Units Sold,Sales
2022-02-10,South,Sports & Outdoors,Online,1,64.77
2022-02-11,East,Apparel,In-Store,2,3.75
2022-02-11,West,Beauty,Online,1,21.95
2022-02-11,West,Sports & Outdoors,Online,2,17.09
2022-02-11,West,Home & Kitchen,In-Store,2,170.87
2022-02-11,West,Electronics,Online,3,462.77
2022-02-11,East,Electronics,In-Store,4,1336.86
2022-02-11,North,Apparel,Online,2,104.63
2022-02-11,South,Sports & Outdoors,In-Store,1,77.57
2022-02-11,South,Home & Kitchen,Online,3,294.02
2022-02-11,South,Apparel,Online,2,140.77
2022-02-11,North,Sports & Outdoors,Online,6,183.54
2022-02-11,North,Home & Kitchen,In-Store,4,102.32
2022-02-11,South,Beauty,In-Store,1,84.8
2022-02-12,East,Apparel,In-Store,2,163.35
2022-02-12,West,Beauty,In-Store,2,86.83
2022-02-12,West,Sports & Outdoors,Online,2,110.5
2022-02-12,West,Home & Kitchen,In-Store,4,294.46
2022-02-12,West,Apparel,In-Store,2,62.23
2022-02-12,East,Home & Kitchen,Online,1,114.13
2022-02-12,East,Electronics,In-Store,1,389.53
2022-02-12,North,Electronics,In-Store,2,304.27
2022-02-12,South,Sports & Outdoors,Online,1,118.52
2022-02-12,South,Home & Kitchen,In-Store,3,377.84
2022-02-12,South,Apparel,Online,2,130.87
2022-02-12,North,Beauty,Online,2,44.33
2022-02-12,North,Home & Kitchen,Online,2,237.0
2022-02-12,North,Apparel,In-Store,4,341.99
2022-02-12,South,Beauty,Online,1,38.89
2022-02-13,West,Sports & Outdoors,Online,3,55.99
2022-02-13,West,Home & Kitchen,Online,2,140.54
2022-02-13,West,Apparel,Online,2,107.83
2022-02-13,West,Electronics,In-Store,2,254.98
2022-02-13,East,Sports & Outdoors,Online,2,45.41
2022-02-13,East,Home & Kitchen,Online,3,196.53
2022-02-13,South,Home & Kitchen,Online,2,123.37
2022-02-13,South,Electronics,In-Store,4,383.98
2022-02-13,North,Beauty,In-Store,2,95.26
2022-02-13,North,Home & Kitchen,In-Store,2,269.94
2022-02-13,North,Apparel,Online,1,93.95
2022-02-13,East,Electronics,Online,6,1041.41
2022-02-14,East,Home & Kitchen,In-Store,1,116.08
2022-02-14,West,Beauty,Online,1,61.71
2022-02-14,West,Sports & Outdoors,In-Store,1,94.57
2022-02-14,West,Home & Kitchen,Online,2,188.22
2022-02-14,West,Apparel,Online,2,74.18
2022-02-14,West,Electronics,Online,4,1272.95
2022-02-14,East,Beauty,Online,3,73.51
2022-02-14,East,Apparel,Online,1,36.42
2022-02-14,South,Home & Kitchen,In-Store,2,190.59
2022-02-14,South,Beauty,Online,3,110.79
2022-02-14,South,Sports & Outdoors,In-Store,1,84.8
2022-02-14,South,Apparel,Online,3,233.69
2022-02-14,South,Electronics,In-Store,1,256.11
2022-02-14,North,Sports & Outdoors,In-Store,1,30.49
2022-02-14,North,Electronics,Online,3,563.58
2022-02-14,East,Electronics,Online,4,404.69
2022-02-15,West,Sports & Outdoors,In-Store,2,70.85
2022-02-15,West,Home & Kitchen,Online,1,63.74
2022-02-15,East,Sports & Outdoors,Online,2,204.57
2022-02-15,East,Home & Kitchen,In-Store,1,16.16
2022-02-15,East,Apparel,Online,3,132.34
2022-02-15,East,Electronics,Online,3,274.68
2022-02-15,South,Sports & Outdoors,Online,1,58.33
2022-02-15,South,Electronics,In-Store,2,280.11
2022-02-15,North,Beauty,Online,1,35.18
2022-02-15,North,Sports & Outdoors,In-Store,2,185.8
2022-02-15,North,Home & Kitchen,In-Store,3,229.17
2022-02-15,North,Apparel,In-Store,3,76.64
2022-02-15,North,Electronics,In-Store,3,744.17
2022-02-15,South,Beauty,In-Store,1,58.39
2022-02-16,West,Home & Kitchen,Online,1,13.69
2022-02-16,West,Electronics,Online,1,118.92
2022-02-16,East,Sports & Outdoors,In-Store,1,29.26
2022-02-16,East,Electronics,Online,3,315.54
2022-02-16,South,Home & Kitchen,In-Store,1,120.25
2022-02-16,South,Apparel,Online,2,153.92
2022-02-16,North,Beauty,Online,1,62.71
2022-02-16,North,Sports & Outdoors,Online,3,157.07
2022-02-16,North,Home & Kitchen,Online,1,82.35
2022-02-16,North,Apparel,Online,2,154.16
2022-02-16,North,Electronics,Online,5,1745.86
2022-02-16,South,Sports & Outdoors,Online,2,80.21
2022-02-17,West,Beauty,Online,2,129.91
2022-02-17,West,Sports & Outdoors,Online,2,194.79
2022-02-17,West,Home & Kitchen,In-Store,3,365.69
2022-02-17,West,Apparel,In-Store,1,110.25
2022-02-17,East,Home & Kitchen,Online,3,293.51
2022-02-17,East,Apparel,Online,1,93.81
2022-02-17,East,Electronics,Online,2,452.87
2022-02-17,South,Home & Kitchen,In-Store,2,81.51
2022-02-17,North,Beauty,In-Store,1,55.6
2022-02-17,North,Sports & Outdoors,Online,1,122.67
2022-02-17,North,Home & Kitchen,In-Store,2,115.41
2022-02-17,North,Apparel,In-Store,2,82.1
2022-02-17,North,Electronics,Online,4,1692.19
2022-02-17,South,Electronics,Online,2,797.0
2022-02-18,East,Apparel,Online,3,36.63
2022-02-18,West,Sports & Outdoors,In-Store,1,10.14
2022-02-18,West,Home & Kitchen,Online,3,44.16
2022-02-18,West,Electronics,Online,3,1205.17
2022-02-18,East,Sports & Outdoors,Online,3,42.27
2022-02-18,East,Electronics,In-Store,1,168.2
2022-02-18,South,Home & Kitchen,Online,1,75.81
2022-02-18,South,Sports & Outdoors,Online,2,28.68
2022-02-18,North,Electronics,Online,1,236.28
2022-02-18,North,Apparel,Online,2,121.64
2022-02-18,North,Home & Kitchen,Online,3,238.15
2022-02-18,East,Home & Kitchen,In-Store,2,35.71
2022-02-18,South,Electronics,In-Store,2,575.99
2022-02-18,North,Beauty,Online,1,21.62
2022-02-18,South,Apparel,Online,3,162.47
2022-02-19,East,Home & Kitchen,In-Store,3,429.53
2022-02-19,West,Beauty,In-Store,2,21.9
2022-02-19,West,Sports & Outdoors,In-Store,1,67.92
2022-02-19,West,Home & Kitchen,In-Store,1,78.73
2022-02-19,West,Apparel,In-Store,2,101.2
2022-02-19,West,Electronics,In-Store,2,686.92
2022-02-19,East,Beauty,Online,2,74.79
2022-02-19,East,Sports & Outdoors,Online,2,110.02
2022-02-19,East,Electronics,Online,2,857.73
2022-02-19,South,Beauty,In-Store,2,111.51
2022-02-19,South,Apparel,Online,1,78.96
2022-02-19,South,Electronics,Online,2,352.34
2022-02-19,North,Sports & Outdoors,Online,3,174.89
2022-02-19,North,Home & Kitchen,Online,3,145.37
2022-02-19,North,Apparel,In-Store,1,22.62
2022-02-19,North,Electronics,In-Store,1,191.56
2022-02-19,South,Home & Kitchen,Online,1,59.9
2022-02-20,East,Home & Kitchen,Online,2,80.63
2022-02-20,East,Sports & Outdoors,Online,2,11.78
2022-02-20,West,Sports & Outdoors,Online,2,74.04
2022-02-20,West,Home & Kitchen,Online,4,245.68
2022-02-20,East,Electronics,In-Store,4,339.71
2022-02-20,West,Electronics,Online,3,1158.04
2022-02-20,South,Beauty,In-Store,3,129.81
2022-02-20,South,Home & Kitchen,Online,2,177.44
2022-02-20,South,Apparel,Online,3,86.87
2022-02-20,South,Electronics,Online,3,892.96
2022-02-20,North,Beauty,Online,1,10.76
2022-02-20,North,Sports & Outdoors,In-Store,3,91.26
2022-02-20,North,Home & Kitchen,Online,3,408.52
2022-02-20,North,Apparel,Online,3,139.49
2022-02-20,South,Sports & Outdoors,Online,3,251.45
2022-02-21,East,Apparel,In-Store,2,66.67
2022-02-21,West,Beauty,In-Store,3,76.46
2022-02-21,West,Home & Kitchen,Online,2,56.24
2022-02-21,West,Electronics,In-Store,4,735.31
2022-02-21,East,Beauty,In-Store,1,41.11
2022-02-21,South,Sports & Outdoors,Online,1,2.66
2022-02-21,East,Electronics,In-Store,3,365.3
2022-02-21,South,Electronics,In-Store,3,790.93
2022-02-21,North,Beauty,In-Store,1,53.46
2022-02-21,North,Home & Kitchen,In-Store,2,112.81
2022-02-21,East,Sports & Outdoors,Online,1,63.82
2022-02-22,East,Apparel,In-Store,1,22.01
2022-02-22,East,Home & Kitchen,Online,3,234.85
2022-02-22,East,Electronics,In-Store,3,1323.41
2022-02-22,West,Electronics,In-Store,2,311.24
2022-02-22,West,Home & Kitchen,In-Store,3,77.16
2022-02-22,East,Sports & Outdoors,Online,2,193.61
2022-02-22,South,Beauty,Online,1,30.15
2022-02-22,West,Sports & Outdoors,Online,2,134.4
2022-02-22,South,Apparel,In-Store,3,174.45
2022-02-22,South,Electronics,Online,2,589.85
2022-02-22,North,Beauty,Online,1,20.99
2022-02-22,North,Sports & Outdoors,In-Store,1,95.78
2022-02-22,North,Home & Kitchen,Online,3,158.43
2022-02-22,North,Apparel,In-Store,1,22.93
2022-02-22,North,Electronics,Online,3,783.41
2022-02-22,South,Home & Kitchen,Online,3,282.58
2022-02-23,East,Home & Kitchen,Online,1,153.35
2022-02-23,West,Home & Kitchen,Online,3,144.83
2022-02-23,West,Apparel,In-Store,2,82.3
2022-02-23,West,Sports & Outdoors,Online,5,277.09
2022-02-23,East,Beauty,In-Store,1,72.25
2022-02-23,East,Sports & Outdoors,Online,1,47.56
2022-02-23,East,Apparel,In-Store,6,115.98
2022-02-23,North,Home & Kitchen,In-Store,2,285.33
2022-02-23,South,Home & Kitchen,Online,1,122.65
2022-02-23,South,Electronics,Online,4,1336.29
2022-02-23,North,Beauty,Online,1,86.01
2022-02-23,North,Sports & Outdoors,Online,2,159.04
2022-02-23,North,Apparel,Online,1,92.87
2022-02-23,North,Electronics,In-Store,2,349.98
2022-02-23,East,Electronics,Online,3,300.48
2022-02-24,West,Beauty,In-Store,1,44.2
2022-02-24,West,Sports & Outdoors,Online,5,231.81
2022-02-24,West,Home & Kitchen,Online,1,92.44
2022-02-24,West,Electronics,Online,1,165.96
2022-02-24,East,Beauty,Online,1,63.43
2022-02-24,East,Apparel,In-Store,2,182.59
2022-02-24,South,Home & Kitchen,Online,1,62.34
2022-02-24,South,Electronics,In-Store,3,1087.73
2022-02-24,North,Sports & Outdoors,Online,1,69.61
2022-02-24,North,Home & Kitchen,In-Store,1,187.77
2022-02-24,North,Apparel,In-Store,1,88.49
2022-02-24,South,Beauty,Online,2,64.84
2022-02-25,East,Electronics,Online,2,183.17
2022-02-25,West,Sports & Outdoors,Online,3,364.27
2022-02-25,West,Home & Kitchen,In-Store,1,130.18
2022-02-25,West,Electronics,In-Store,1,279.39
2022-02-25,East,Beauty,In-Store,1,7.35
2022-02-25,West,Beauty,In-Store,4,252.05
2022-02-25,East,Apparel,Online,2,68.48
2022-02-25,South,Sports & Outdoors,In-Store,1,40.36
2022-02-25,East,Sports & Outdoors,In-Store,3,24.64
2022-02-25,North,Electronics,Online,3,772.14
2022-02-25,North,Apparel,In-Store,1,84.19
2022-02-25,North,Home & Kitchen,Online,1,101.87
2022-02-25,North,Beauty,Online,2,75.75
2022-02-25,South,Electronics,Online,3,979.7
2022-02-25,North,Sports & Outdoors,Online,2,277.06
2022-02-26,West,Beauty,In-Store,1,20.05
2022-02-26,South,Beauty,In-Store,2,74.06
2022-02-26,West,Home & Kitchen,Online,1,119.44
2022-02-26,West,Electronics,Online,4,1156.83
2022-02-26,East,Beauty,In-Store,2,107.04
2022-02-26,East,Sports & Outdoors,Online,1,100.23
2022-02-26,East,Apparel,In-Store,3,252.57
2022-02-26,East,Electronics,In-Store,2,527.93
2022-02-26,West,Sports & Outdoors,Online,1,4.47
2022-02-26,South,Sports & Outdoors,In-Store,1,19.3
2022-02-26,South,Electronics,Online,2,640.88
2022-02-26,North,Beauty,In-Store,2,59.25
2022-02-26,North,Sports & Outdoors,In-Store,1,108.55
2022-02-26,North,Home & Kitchen,Online,2,58.2
2022-02-26,North,Apparel,In-Store,5,181.36
2022-02-26,North,Electronics,In-Store,2,235.3
2022-02-26,South,Home & Kitchen,Online,1,32.16
2022-02-27,East,Electronics,Online,6,1837.85
2022-02-27,West,Home & Kitchen,Online,2,156.11
2022-02-27,West,Apparel,Online,3,125.7
2022-02-27,West,Electronics,In-Store,3,653.71
2022-02-27,East,Sports & Outdoors,In-Store,3,115.87
2022-02-27,East,Apparel,In-Store,1,55.95
2022-02-27,West,Beauty,Online,2,21.79
2022-02-27,South,Beauty,Online,4,184.21
2022-02-27,South,Home & Kitchen,In-Store,1,67.05
2022-02-27,South,Apparel,In-Store,1,89.0
2022-02-27,South,Electronics,Online,3,1221.29
2022-02-27,North,Sports & Outdoors,In-Store,2,68.15
2022-02-27,North,Home & Kitchen,Online,3,46.51
2022-02-27,North,Apparel,In-Store,3,39.11
2022-02-27,North,Electronics,In-Store,5,380.34
2022-02-27,South,Sports & Outdoors,Online,3,59.56
2022-02-28,West,Beauty,In-Store,2,52.9
2022-02-28,West,Home & Kitchen,In-Store,1,23.41
2022-02-28,East,Home & Kitchen,Online,5,639.62
2022-02-28,East,Apparel,Online,6,307.94
2022-02-28,East,Electronics,Online,3,833.08
2022-02-28,South,Home & Kitchen,Online,1,75.09
2022-02-28,South,Apparel,In-Store,2,22.45
2022-02-28,South,Electronics,Online,2,857.64
2022-02-28,North,Beauty,Online,2,115.7
2022-02-28,North,Home & Kitchen,Online,2,311.46
2022-02-28,North,Electronics,Online,4,1367.46
2022-02-28,South,Sports & Outdoors,In-Store,1,95.5
2022-03-01,East,Apparel,Online,5,441.19
2022-03-01,West,Beauty,Online,1,64.73
2022-03-01,West,Home & Kitchen,In-Store,1,182.17
2022-03-01,East,Beauty,In-Store,2,78.36
2022-03-01,East,Sports & Outdoors,In-Store,1,40.76
2022-03-01,East,Home & Kitchen,Online,2,60.11
2022-03-01,East,Electronics,Online,3,384.88
2022-03-01,West,Sports & Outdoors,Online,2,243.28
2022-03-01,South,Home & Kitchen,Online,1,99.69
2022-03-01,South,Apparel,Online,3,297.21
2022-03-01,South,Electronics,In-Store,1,175.71
2022-03-01,North,Sports & Outdoors,Online,2,164.14
2022-03-01,North,Home & Kitchen,In-Store,1,105.63
2022-03-01,South,Sports & Outdoors,Online,1,145.39
2022-03-01,North,Electronics,In-Store,2,148.63
2022-03-02,West,Beauty,Online,1,50.41
2022-03-02,West,Sports & Outdoors,Online,4,141.99
2022-03-02,West,Home & Kitchen,In-Store,1,157.99
2022-03-02,West,Electronics,Online,2,804.22
2022-03-02,East,Beauty,Online,1,18.74
2022-03-02,East,Home & Kitchen,In-Store,2,39.59
2022-03-02,East,Electronics,In-Store,2,791.15
2022-03-02,South,Sports & Outdoors,In-Store,2,41.54
2022-03-02,South,Home & Kitchen,In-Store,2,307.09
2022-03-02,South,Apparel,In-Store,2,103.79
2022-03-02,North,Sports & Outdoors,Online,2,49.86
2022-03-02,North,Home & Kitchen,Online,2,120.2
2022-03-02,North,Apparel,Online,1,57.14
2022-03-03,West,Beauty,In-Store,2,19.79
2022-03-03,West,Home & Kitchen,Online,2,269.73
2022-03-03,West,Apparel,Online,1,74.38
2022-03-03,West,Electronics,Online,2,780.63
2022-03-03,North,Electronics,In-Store,4,1143.2
2022-03-03,South,Sports & Outdoors,Online,1,62.08
2022-03-03,South,Home & Kitchen,In-Store,1,71.12
2022-03-03,South,Electronics,In-Store,5,1911.88
2022-03-03,North,Beauty,In-Store,2,134.64
2022-03-03,North,Home & Kitchen,Online,4,335.73
2022-03-03,North,Apparel,In-Store,1,56.32
2022-03-03,East,Electronics,In-Store,3,1021.85
2022-03-04,East,Beauty,Online,2,18.46
2022-03-04,West,Beauty,In-Store,1,47.99
2022-03-04,West,Home & Kitchen,Online,1,114.91
2022-03-04,West,Apparel,In-Store,1,89.24
2022-03-04,West,Electronics,Online,1,246.51
2022-03-04,East,Home & Kitchen,Online,3,219.38
2022-03-04,North,Beauty,Online,3,156.27
2022-03-04,South,Sports & Outdoors,In-Store,1,4.17
2022-03-04,South,Electronics,Online,3,770.63
2022-03-04,North,Apparel,Online,2,108.11
2022-03-04,North,Electronics,Online,6,2171.66
2022-03-05,West,Electronics,Online,3,325.34
2022-03-05,East,Beauty,Online,3,167.46
2022-03-05,East,Sports & Outdoors,Online,1,90.66
2022-03-05,East,Home & Kitchen,Online,4,249.45
2022-03-05,East,Apparel,In-Store,2,142.68
2022-03-05,East,Electronics,In-Store,1,257.83
2022-03-05,South,Sports & Outdoors,Online,2,25.06
2022-03-05,South,Home & Kitchen,Online,2,46.56
2022-03-05,South,Apparel,In-Store,4,267.59
2022-03-05,South,Electronics,In-Store,1,339.59
2022-03-05,North,Sports & Outdoors,In-Store,3,23.08
2022-03-06,West,Home & Kitchen,Online,2,107.35
2022-03-06,East,Beauty,In-Store,4,80.21
2022-03-06,East,Sports & Outdoors,Online,2,81.68
2022-03-06,East,Home & Kitchen,In-Store,1,114.86
2022-03-06,East,Apparel,Online,4,325.85
2022-03-06,South,Beauty,In-Store,3,40.2
2022-03-06,West,Electronics,Online,6,618.7
2022-03-06,South,Home & Kitchen,In-Store,1,103.82
2022-03-06,South,Apparel,Online,6,277.94
2022-03-06,South,Electronics,In-Store,3,965.05
2022-03-06,North,Beauty,In-Store,1,48.71
2022-03-06,North,Apparel,In-Store,3,97.14
2022-03-06,South,Sports & Outdoors,In-Store,1,115.73
2022-03-07,West,Beauty,In-Store,1,2.62
2022-03-07,West,Sports & Outdoors,In-Store,1,1.65
2022-03-07,West,Apparel,Online,1,27.43
2022-03-07,West,Electronics,In-Store,2,306.06
2022-03-07,East,Sports & Outdoors,In-Store,2,218.7
2022-03-07,East,Home & Kitchen,Online,2,172.53
2022-03-07,South,Beauty,Online,1,95.62
2022-03-07,West,Home & Kitchen,Online,1,55.69
2022-03-07,South,Apparel,In-Store,1,98.85
2022-03-07,South,Electronics,Online,2,334.53
2022-03-07,North,Beauty,In-Store,1,85.06
2022-03-07,North,Sports & Outdoors,Online,1,52.82
2022-03-07,North,Home & Kitchen,Online,3,205.54
2022-03-07,North,Apparel,Online,2,177.53
2022-03-07,South,Sports & Outdoors,Online,1,72.73
2022-03-08,West,Sports & Outdoors,Online,1,22.82
2022-03-08,West,Home & Kitchen,Online,2,181.41
2022-03-08,West,Apparel,In-Store,1,24.72
2022-03-08,East,Sports & Outdoors,In-Store,1,29.84
2022-03-08,East,Apparel,In-Store,5,106.96
2022-03-08,East,Electronics,Online,4,632.36
2022-03-08,South,Apparel,Online,2,98.0
2022-03-08,South,Electronics,In-Store,2,370.44
2022-03-08,North,Sports & Outdoors,Online,2,231.63
2022-03-08,South,Home & Kitchen,Online,2,55.56
2022-03-09,East,Sports & Outdoors,In-Store,3,182.2
2022-03-09,West,Sports & Outdoors,Online,4,457.96
2022-03-09,West,Home & Kitchen,In-Store,1,132.66
2022-03-09,West,Apparel,Online,2,174.63
2022-03-09,West,Electronics,Online,7,3222.96
2022-03-09,West,Beauty,In-Store,2,113.82
2022-03-09,East,Home & Kitchen,Online,2,19.61
2022-03-09,South,Apparel,Online,1,118.05
2022-03-09,East,Electronics,Online,2,453.65
2022-03-09,South,Beauty,In-Store,1,92.69
2022-03-09,South,Electronics,Online,2,296.01
2022-03-09,North,Home & Kitchen,In-Store,4,96.47
2022-03-09,North,Electronics,Online,2,463.85
2022-03-10,West,Beauty,Online,2,29.12
2022-03-10,West,Sports & Outdoors,Online,2,79.09
2022-03-10,West,Electronics,Online,7,1430.72
2022-03-10,East,Sports & Outdoors,Online,1,90.53
2022-03-10,East,Home & Kitchen,Online,1,74.93
2022-03-10,East,Apparel,In-Store,2,196.92
2022-03-10,East,Electronics,Online,4,635.5
2022-03-10,South,Home & Kitchen,In-Store,1,101.25
2022-03-10,South,Electronics,Online,2,575.53
2022-03-10,North,Beauty,In-Store,1,85.31
2022-03-10,North,Home & Kitchen,Online,2,144.13
2022-03-10,North,Electronics,Online,2,475.91
2022-03-11,West,Beauty,In-Store,1,106.22
2022-03-11,West,Home & Kitchen,Online,1,78.17
2022-03-11,West,Apparel,Online,1,127.3
2022-03-11,West,Electronics,Online,2,291.3
2022-03-11,East,Beauty,Online,2,104.23
2022-03-11,East,Sports & Outdoors,Online,2,112.99
2022-03-11,East,Apparel,Online,2,89.82
2022-03-11,North,Apparel,Online,1,41.54
2022-03-11,South,Sports & Outdoors,Online,2,156.06
2022-03-11,South,Home & Kitchen,In-Store,3,334.31
2022-03-11,South,Electronics,Online,2,363.02
2022-03-11,North,Beauty,In-Store,1,1.83
2022-03-11,North,Electronics,Online,5,1498.88
2022-03-11,East,Electronics,Online,4,1419.96
2022-03-12,East,Electronics,Online,1,312.39
2022-03-12,West,Sports & Outdoors,Online,1,35.73
2022-03-12,West,Apparel,Online,4,166.93
2022-03-12,West,Electronics,In-Store,2,519.1
2022-03-12,East,Sports & Outdoors,Online,4,368.26
2022-03-12,East,Apparel,In-Store,4,307.36
2022-03-12,South,Beauty,Online,3,102.81
2022-03-12,North,Sports & Outdoors,Online,1,94.08
2022-03-12,South,Home & Kitchen,In-Store,3,296.55
2022-03-12,South,Apparel,Online,2,142.98
2022-03-12,South,Electronics,In-Store,5,1423.19
2022-03-12,North,Beauty,Online,1,28.25
2022-03-12,North,Home & Kitchen,Online,2,244.98
2022-03-12,North,Apparel,In-Store,2,105.25
2022-03-12,North,Electronics,In-Store,2,506.84
2022-03-13,West,Sports & Outdoors,Online,2,192.11
2022-03-13,West,Home & Kitchen,In-Store,3,374.11
2022-03-13,West,Electronics,Online,1,286.46
2022-03-13,East,Sports & Outdoors,Online,3,150.8
2022-03-13,East,Home & Kitchen,In-Store,2,105.11
2022-03-13,East,Apparel,In-Store,3,179.53
2022-03-13,South,Beauty,Online,1,25.48
2022-03-13,South,Sports & Outdoors,Online,1,101.93
2022-03-13,South,Apparel,Online,3,219.15
2022-03-13,South,Electronics,Online,4,794.46
2022-03-13,North,Sports & Outdoors,In-Store,2,89.69
2022-03-13,North,Home & Kitchen,Online,9,430.3
2022-03-13,North,Apparel,Online,4,225.75
2022-03-13,North,Electronics,Online,4,1641.77
2022-03-13,South,Home & Kitchen,In-Store,1,40.8
2022-03-14,East,Sports & Outdoors,In-Store,1,102.15
2022-03-14,West,Sports & Outdoors,In-Store,2,133.56
2022-03-14,West,Home & Kitchen,In-Store,1,119.75
2022-03-14,West,Beauty,Online,2,58.28
2022-03-14,West,Apparel,In-Store,3,215.68
2022-03-14,West,Electronics,Online,4,948.08
2022-03-14,East,Beauty,Online,1,44.16
2022-03-14,East,Home & Kitchen,Online,4,276.29
2022-03-14,South,Electronics,Online,2,137.14
2022-03-14,East,Electronics,Online,4,813.57
2022-03-14,North,Electronics,Online,3,259.93
2022-03-14,East,Apparel,Online,3,259.37
2022-03-14,South,Sports & Outdoors,Online,4,288.97
2022-03-14,South,Beauty,In-Store,4,130.33
2022-03-14,South,Apparel,Online,1,29.5
2022-03-15,West,Home & Kitchen,Online,3,104.68
2022-03-15,West,Apparel,Online,2,143.26
2022-03-15,West,Electronics,Online,1,260.23
2022-03-15,East,Beauty,Online,3,111.0
2022-03-15,East,Sports & Outdoors,In-Store,2,256.8
2022-03-15,East,Electronics,Online,1,169.08
2022-03-15,East,Home & Kitchen,Online,4,578.03
2022-03-15,South,Apparel,Online,2,152.74
2022-03-15,South,Electronics,In-Store,1,147.0
2022-03-15,North,Beauty,Online,1,48.28
